material_id,formula_pretty,nsites,crystal_system,formation_energy_per_atom,volume,density,band_gap
mp-5426,ErB3Mo,10,Monoclinic,-0.639890588,113.0273255,8.686545192,0
mp-10791,ErBO3,60,Triclinic,-3.505053416,611.7684685,7.363473545,5.1618
mp-1079303,GdNiGe3,10,Orthorhombic,-0.584412268,184.9716943,7.789809441,0
mp-505604,GdNiO3,20,Orthorhombic,-2.449596328,214.9801926,8.154897114,0
mp-20182,GdRh3C,5,Cubic,-0.499750932,72.49533719,10.94828777,0
mp-1184503,GdRhO3,5,Cubic,-2.071613033,62.27826638,8.216369644,0
mp-5690,GdScO3,20,Orthorhombic,-3.920327644,251.6674569,6.603534804,3.1418
mp-510490,GdScS3,20,Orthorhombic,-2.262785511,431.9132118,4.588943874,1.1774
mp-1069477,GdSi3Ir,5,Tetragonal,-0.812805428,87.15827309,8.263298369,0
mp-1184484,GdSiO3,5,Cubic,-2.882494295,51.90876675,7.464244455,0
mp-1184491,GdThO3,5,Cubic,-3.137951191,96.63496616,7.514163318,0
mp-510278,GdTiO3,20,Orthorhombic,-3.617602679,239.2308102,7.02765129,0
mp-756030,GdTmO3,20,Orthorhombic,-3.924894951,282.1954832,8.807292061,3.159
mp-541177,GdVO3,20,Orthorhombic,-3.252683904,229.6843093,7.408655934,0
mp-1184599,GdZrO3,5,Cubic,-3.280181135,72.11269373,6.826865629,0
mp-973738,GeBO3,5,Cubic,-1.010670926,39.55913596,5.517727488,0
mp-1184562,GeBiO3,5,Cubic,-1.446279978,61.53209908,8.89526882,0
mp-28369,GeH3Cl,10,Orthorhombic,-0.404549531,169.9388812,2.171531545,4.7492
mp-1188940,GeNCl3,20,Orthorhombic,0.396610897,706.4037953,1.814789258,1.1093
mp-1224374,GeNCl3,5,Trigonal,0.497308005,270.4539634,1.185020552,0.4271
mp-1017566,GePbO3,5,Cubic,-1.71147221,58.79294309,9.25941295,0
mp-553898,GePbO3,60,Monoclinic,-1.916117909,963.397868,6.780851277,2.9339
mp-554699,GePbO3,30,Trigonal,-1.929228153,513.9167066,6.3557553,2.7131
mp-624190,GePbS3,20,Monoclinic,-0.732570493,517.5790037,4.825704315,1.7579
mp-1184557,GePdO3,5,Cubic,-0.935923786,53.48351656,7.049630161,0
mp-541785,GePdS3,10,Monoclinic,-0.651228228,228.1245166,4.007212269,1.3441
mp-1224339,GeSbTe3,5,Trigonal,-0.328361069,151.3034842,6.334706398,0
mp-1184641,GeTeO3,5,Cubic,-1.014709907,59.40039549,6.939503105,0
mp-625509,H3BrO,5,Trigonal,-1.029843963,67.54453392,2.432062286,4.4183
mp-625521,H3BrO,5,Monoclinic,-1.029510991,70.52512333,2.329276516,4.417
mp-1078197,H3CBr,10,Orthorhombic,-0.277889884,157.4484803,2.002548656,4.5531
mp-1078233,H3CCl,10,Orthorhombic,-0.372032864,127.3631645,1.316495231,5.5721
mp-1096983,H3CI,5,Trigonal,-0.147939653,3708.673502,0.063552437,4.2895
mp-1181198,H3CI,20,Orthorhombic,-0.17177897,354.2619999,2.661253401,3.3729
mp-554676,H3CS,40,Monoclinic,-0.144706742,522.698916,1.197027054,3.7158
mp-559204,H3CS,40,Monoclinic,-0.145903377,549.4531846,1.138740772,3.5897
mp-1200055,H3CSe,40,Orthorhombic,-0.185669094,665.1266264,1.877315583,2.5842
mp-2802611,H3ClO,5,Trigonal,-1.14754226,68.97691918,1.311451609,5.5012
mp-34078,H3ClO,5,Trigonal,-1.141708114,59.79057643,1.512945635,5.3864
mp-1181751,H3NCl,40,Triclinic,-0.345902421,690.3226303,1.009973383,0.8704
mp-1200750,H3NCl,40,Cubic,-0.649829035,495.1442077,1.408089748,5.1807
mp-760361,H3NCl,40,Cubic,-0.498316681,632.4700791,1.102356468,2.7143
mp-626534,H3NO,20,Monoclinic,-0.513895016,157.000621,1.397382307,3.7763
mp-626542,H3NO,20,Triclinic,-0.075317109,233.5799882,0.939249513,0.2875
mp-626543,H3NO,20,Triclinic,-0.675640967,235.2737463,0.932487766,2.4233
mp-27714,H3OF,20,Orthorhombic,-1.536370099,149.9863065,1.683790799,6.7458
mp-23963,HIO3,20,Orthorhombic,-0.897171053,269.516697,4.335262986,3.1022
mp-556216,HIO3,40,Orthorhombic,-0.895401522,545.5318831,4.283620432,3.0606
mp-1199435,HNO3,40,Monoclinic,-0.887443396,421.3961537,1.986449696,3.8974
mp-1224772,HNO3,80,Monoclinic,-0.890312362,843.7518856,1.984190555,3.8657
mp-1004524,HPbI3,5,Cubic,0.037986169,243.4630887,4.016735819,0
mp-27669,HS3N,40,Monoclinic,-0.025773075,896.8356087,1.647284744,3.1338
mp-696216,HS3N,40,Orthorhombic,-0.026654892,843.345858,1.751764833,2.8733
mp-706654,HS3N,80,Orthorhombic,-0.027050412,1640.181766,1.801438897,2.9526
mp-1079110,Hf3AlN,10,Orthorhombic,-1.088516715,165.3030393,11.58153449,0
mp-1014252,Hf3ZnN,10,Orthorhombic,-1.017868711,161.9069748,12.61269599,0
mp-1184625,HfBO3,5,Cubic,-2.021541439,40.18038201,9.806890138,0
mp-1017578,HfBRh3,5,Cubic,-0.824459452,68.68237792,12.04060692,0
mp-1184563,HfBeO3,5,Cubic,-2.887019378,40.64850377,9.620466886,1.0495
mp-1017446,HfCdO3,5,Cubic,-2.670019159,68.82568085,8.1765317,0
mp-1212404,HfCdO3,20,Orthorhombic,-2.935717662,247.3827537,9.099346705,0
mp-753534,HfCoO3,20,Orthorhombic,-2.825757571,229.8166237,8.249244449,2.5156
mp-756322,HfCrO3,20,Orthorhombic,-3.103459338,244.8067672,7.555903212,1.7873
mp-753790,HfFeO3,20,Orthorhombic,-2.908301796,235.7054523,7.95612157,2.3645
mp-753856,HfFeO3,20,Orthorhombic,-2.941841794,235.5895268,7.960036505,2.9099
mp-1016841,HfHgO3,5,Cubic,-2.36685846,70.07409939,10.12043026,0
mp-1016825,HfMgO3,5,Cubic,-3.037705826,67.54126685,6.165888288,1.1738
mp-754657,HfMnO3,20,Orthorhombic,-3.171712298,239.8651885,7.793032029,3.3253
mp-1178219,HfNiO3,20,Monoclinic,-2.802277456,216.2532278,8.759271576,2.7983
mp-1184669,HfNpO3,5,Cubic,-3.132554205,69.98673727,10.99694446,0
mp-1181854,HfPbO3,40,Orthorhombic,-2.721980378,615.0807368,9.366655865,2.3889
mp-22535,HfPbO3,5,Cubic,-2.959238817,71.75693875,10.03604963,2.4149
mp-22734,HfPbO3,40,Orthorhombic,-2.990494839,557.2442267,10.33882329,2.7161
mp-669414,HfPbO3,40,Orthorhombic,-2.987005471,581.4064881,9.909159442,2.7795
mp-755790,HfPbO3,20,Orthorhombic,-2.985043062,275.2583349,10.46516828,2.7562
mp-22147,HfPbS3,20,Orthorhombic,-1.455595213,482.2430489,6.637224694,1.4517
mp-776083,HfSnO3,10,Trigonal,-2.995080959,173.8966654,6.592594464,2.3676
mp-8725,HfSnS3,20,Orthorhombic,-1.287100283,492.467686,5.305913745,1.1981
mp-1184597,HfThO3,5,Cubic,-3.158203891,69.95265823,10.88451514,0
mp-1016819,HfZnO3,5,Cubic,-2.441217455,67.75045215,7.154294749,0
mp-558934,Hg3ClO,60,Monoclinic,-0.59649194,1492.628055,8.720468392,1.2708
mp-30284,HgAsO3,10,Trigonal,-1.36217976,157.8199817,6.80776484,1.2351
mp-778408,HgBiO3,10,Trigonal,-1.092814735,154.7923564,9.817158335,0
mp-27994,HgBrO3,20,Monoclinic,-0.395069115,350.4451666,6.226071102,3.2015
mp-30937,HgClO3,40,Monoclinic,-0.46223136,781.0536098,4.831028275,3.0661
mp-1017447,HgGeO3,5,Cubic,-1.172762239,55.75654003,9.566805528,0
mp-1224643,HgI3N,20,Monoclinic,0.293597102,1162.266767,3.402095707,1.6452
mp-1016831,HgIrO3,5,Cubic,-0.60864662,62.4255857,11.72554886,0
mp-1069250,HgNCl3,5,Tetragonal,0.710554717,136.6748792,3.899469176,0
mp-1197269,HgNO3,60,Cubic,-0.526397145,950.1418551,5.50716617,0
mp-542289,HgNO3,40,Monoclinic,-0.747609346,611.8695775,5.701203083,2.5687
mp-1016840,HgOsO3,5,Cubic,-0.85115332,61.84708244,11.78187775,0
mp-27178,HgPS3,10,Triclinic,-0.485285831,236.6294941,4.600070932,1.7549
mp-7293,HgPSe3,20,Monoclinic,-0.181591272,536.7001893,5.79742048,1.2066
mp-1016877,HgRhO3,5,Cubic,-0.576046378,62.60416052,9.323166634,0
mp-1016851,HgRuO3,5,Cubic,-0.82714738,61.36490393,9.46177805,0
mp-1200893,HgSN3,40,Orthorhombic,1.361624961,891.646073,4.092285027,0.8006
mp-10798,HgSeO3,20,Monoclinic,-1.043617495,316.2447155,6.8795658,2.2784
mp-557224,HgSeO3,20,Monoclinic,-1.047778545,319.572148,6.807934743,2.6045
mp-9228,HgSeO3,20,Orthorhombic,-1.048512631,305.0066543,7.133045456,2.5571
mp-28318,HgTeO3,20,Triclinic,-1.169260638,315.1425652,7.928795047,2.2362
mp-29677,Ho3AlC,5,Cubic,-0.400513578,113.2476509,7.826810066,0
mp-1017577,Ho3AlN,5,Cubic,-1.098518033,105.1219777,8.463332879,0
mp-10279,Ho3GaC,5,Cubic,1.197182023,146.7339305,6.52433774,0
mp-1200030,Ho3GaNi,70,Tetragonal,-0.438152802,1610.974682,8.993339566,0
mp-10356,Ho3InC,5,Cubic,1.613260207,171.868951,6.005876709,0
mp-31057,Ho3InN,5,Cubic,-1.067085231,108.0088506,9.587530653,0
mp-1206983,Ho3PbC,5,Cubic,-0.539698746,115.0363288,10.30654978,0
mp-7114,Ho3SnC,5,Cubic,1.481500367,173.6243767,5.982377406,0
mp-20978,Ho3TlC,5,Cubic,1.634102379,173.6481864,6.800822018,0
mp-1224113,HoAl3Cu,5,Tetragonal,-0.423917137,89.11180377,5.765852897,0
mp-4891,HoAlO3,20,Orthorhombic,-3.752550615,200.9767495,7.92887786,5.8359
mp-1205558,HoB3Mo,10,Monoclinic,-0.625257528,113.8953932,8.552437589,0
mp-1184546,HoBO3,5,Cubic,-2.685989058,41.88437836,8.870328944,2.6416
mp-752713,HoBO3,30,Orthorhombic,-3.557053923,321.8398383,6.926331102,5.4365
mp-753056,HoBO3,10,Orthorhombic,-3.467820159,118.5179857,6.269566791,4.5465
mp-754409,HoBO3,10,Trigonal,-3.5305516,119.9558629,6.19441526,5.0898
mp-780393,HoBO3,60,Triclinic,-3.497943985,620.0271111,7.190554227,5.0461
mp-850193,HoBO3,20,Triclinic,-3.524040384,223.983122,6.634932318,5.367
mp-3693,HoBPd3,5,Cubic,-0.695432727,80.18532114,10.25086659,0
mp-3710,HoBRh3,5,Cubic,-0.802135197,72.29709375,11.12715732,0
mp-1184610,HoBeO3,5,Cubic,-2.888894155,45.22311094,8.149399686,0
mp-1178162,HoBiO3,10,Trigonal,-2.802988329,157.6584435,8.887519482,3.1343
mp-754300,HoBiO3,10,Trigonal,-2.784963122,157.1470142,8.916443593,2.4719
mp-770830,HoBiO3,20,Orthorhombic,-2.798783189,303.2576792,9.240936566,2.9128
mp-1223843,HoBiTe3,5,Trigonal,-0.944720148,176.9920674,7.099457794,1.0659
mp-1188609,HoCoO3,20,Orthorhombic,-2.210788985,268.2968748,6.730410091,0.162
mp-1194043,ErBO3,30,Monoclinic,-3.567248623,317.4615501,7.094939422,5.6534
mp-760405,ErBO3,10,Orthorhombic,-3.474075992,117.2105508,6.405482703,4.563
mp-10061,ErBPd3,5,Cubic,-0.699572177,79.76921708,10.35281433,0
mp-3769,ErBRh3,5,Cubic,-0.814296076,71.93685835,11.23663194,0
mp-1184148,ErBeO3,5,Cubic,-2.887666328,43.63060887,8.535477269,0
mp-754636,ErBiO3,10,Trigonal,-2.797893476,156.5540485,8.999615343,2.47
mp-754943,ErBiO3,10,Trigonal,-2.818545104,157.8502147,8.92571619,3.1136
mp-562779,ErCoO3,20,Orthorhombic,-2.653127237,201.4510944,9.040484271,1.4471
mp-1205515,ErCoSi3,10,Orthorhombic,-0.596648715,162.4824399,6.345451071,0
mp-19063,ErCrO3,20,Orthorhombic,-3.236585073,214.9255427,8.259316967,0.2571
mp-1184157,ErCuO3,5,Cubic,-2.203922849,53.40302665,8.669239077,0
mp-19935,ErFeO3,20,Orthorhombic,-2.864138105,222.0071058,8.111015951,1.5703
mp-1213036,ErGa3Os,15,Cubic,-0.485417608,256.3376579,11.0123236,0
mp-1103943,ErGa3Ru,15,Cubic,-0.584037855,255.6162179,9.305795499,0
mp-1184164,ErGaO3,5,Cubic,-2.815616718,54.08900745,8.748926587,2.9153
mp-1213082,ErGaO3,20,Orthorhombic,-3.147625801,223.6325631,8.464254916,3.6631
mp-1213088,ErGaO3,30,Hexagonal,-3.184789955,360.1146357,7.884501907,2.9001
mp-754208,ErInO3,20,Orthorhombic,-2.945816249,263.6689278,8.31501488,2.8823
mp-772217,ErInO3,30,Hexagonal,-3.010210249,411.7619877,7.986693006,1.9651
mp-1184162,ErIrO3,5,Cubic,-1.769272293,62.23062482,10.87289144,0
mp-778151,ErLuO3,20,Orthorhombic,-3.999055284,268.3854527,9.657491079,4.525
mp-1232164,ErMgS3,10,Monoclinic,-1.510575097,251.4507873,3.800624897,0
mp-1232145,ErMgSe3,10,Monoclinic,-1.384376519,287.2270577,4.95390654,0
mp-1232210,ErMgSe3,30,Trigonal,-1.499178232,785.1567335,5.436733606,0
mp-19217,ErMnO3,30,Hexagonal,-3.082495226,364.279241,7.389986188,0
mp-19319,ErMnO3,20,Orthorhombic,-3.048090046,219.0584914,8.192693324,1.0455
mp-1078854,ErNiGe3,10,Orthorhombic,-0.552305289,179.6586691,8.205197827,0
mp-1189736,ErNiO3,20,Monoclinic,-2.515981153,213.8945757,8.5071007,0.3404
mp-18983,ErNiO3,20,Orthorhombic,-2.51755786,205.7797793,8.842572876,0
mp-568727,ErRh3C,5,Cubic,-0.527191843,70.6393965,11.47122129,0
mp-1213022,ErRhO3,20,Orthorhombic,-2.59661873,223.4234642,9.458659049,0.9642
mp-1206911,ErRu3C,5,Cubic,-0.245143907,69.98312661,11.44813657,0
mp-1212985,ErScO3,20,Orthorhombic,-3.972024329,246.34041,7.016210425,4.4171
mp-1190244,ErScS3,20,Orthorhombic,-2.251652524,422.4982604,4.848556838,1.7555
mp-2763526,ErScS3,20,Orthorhombic,-2.256375844,419.7813341,4.87993787,1.58
mp-12386,ErSi3Ni,10,Orthorhombic,-0.639258158,159.2177432,6.470560214,0
mp-1225459,ErSiNi3,5,Tetragonal,-0.613836666,72.17062531,8.545931562,0
mp-1184204,ErTaO3,5,Cubic,-2.784921232,65.10560203,10.10533646,0
mp-756296,ErTiO3,20,Orthorhombic,-3.644023935,231.1375052,7.561352073,0
mp-1184219,ErTlO3,5,Cubic,-1.994943664,85.53295542,8.146911805,0
mp-19205,ErVO3,20,Orthorhombic,-3.310515878,220.503619,8.018613803,1.5838
mp-1184207,ErZnO3,5,Cubic,-2.285035999,56.07202995,8.311758826,0
mp-1069296,Eu3InO,5,Cubic,-1.453046447,128.9896514,7.552961566,0
mp-1077622,EuAgO3,5,Cubic,-1.506662538,68.38646827,7.474642543,0
mp-1225249,EuAl3Si,5,Tetragonal,-0.332916326,102.5277169,4.227061116,0
mp-21455,EuAlO3,20,Orthorhombic,-3.324379769,214.6082491,7.023941446,0
mp-973892,EuAlO3,5,Cubic,-3.315465348,53.50400309,7.043378478,0
mp-983564,EuAsO3,5,Cubic,-2.258794934,63.92572475,7.140400683,0
mp-1184383,EuAuO3,5,Cubic,-1.475938794,69.40281719,9.496959263,0
mp-1225223,EuBO3,10,Orthorhombic,-3.0584351,128.7928326,5.435040532,0
mp-22030,EuBO3,20,Triclinic,-3.098299252,239.3371011,5.849442167,0
mp-20040,EuBPd3,5,Cubic,-0.514773107,81.76203757,9.789848354,0
mp-510377,EuBRh3,5,Cubic,-0.463738159,75.46411297,10.37486594,0
mp-1184325,EuBeO3,5,Cubic,-2.565422535,48.33761733,7.178883536,0
mp-554518,EuCO3,20,Orthorhombic,-2.62196543,255.5541916,5.509426855,0.4293
mp-1183878,EuCdO3,5,Cubic,-1.675695014,72.16400537,7.187903433,0
mp-10690,EuCoGe3,5,Tetragonal,-0.451206875,90.66108411,7.854171519,0
mp-1075975,EuCoO3,5,Cubic,-2.055794952,53.5875366,8.022498231,0
mp-1212757,EuCoO3,20,Orthorhombic,-2.208305559,211.8164678,8.118460703,0
mp-1189762,EuCrO3,20,Orthorhombic,-2.795692884,223.9490846,7.472887886,0
mp-754941,EuCrO3,5,Cubic,-2.718079346,58.39386651,7.164906613,0
mp-1075902,EuCuO3,5,Cubic,-1.977672172,56.00318956,7.813227495,0
mp-1338333,EuCuO3,20,Monoclinic,-1.97338039,281.0228492,6.228186238,0
mp-1225144,EuCuSi3,5,Tetragonal,-0.219559381,87.25106054,5.705076604,0
mp-1183905,EuErO3,5,Cubic,-3.140364764,79.70974854,7.650069908,0
mp-1011260,EuFeO3,10,Orthorhombic,-2.413201902,119.2222786,7.125813299,0
mp-1075904,EuFeO3,5,Cubic,-2.358621026,57.748699,7.355626299,0
mp-504703,EuFeO3,20,Orthorhombic,-2.426775158,239.5344446,7.093390679,0
mp-1225128,EuGa3Ag,5,Tetragonal,-0.46893803,101.6690381,7.660098195,0
mp-1225152,EuGa3Cu,5,Tetragonal,-0.411726842,93.79641197,7.518369364,0
mp-1078429,EuGa3Pd,10,Orthorhombic,-0.714510963,195.1154878,7.958261346,0
mp-1206706,EuGaO3,10,Hexagonal,-2.692836499,135.5025161,6.609808039,0
mp-1212729,EuGaO3,20,Orthorhombic,-2.683528855,236.1586287,7.585118744,0
mp-1068715,EuGe3Ir,5,Tetragonal,-0.595465364,101.3552579,9.209099647,0
mp-1068422,EuGe3Pd,5,Tetragonal,-0.581011208,100.7329353,7.851666359,0
mp-19763,EuGe3Pt,5,Tetragonal,-0.648620024,100.6915815,9.317079162,0
mp-1069658,EuGe3Rh,5,Tetragonal,-0.668312321,97.91384627,8.018124759,0
mp-865181,EuGeO3,5,Cubic,-2.600853747,56.59182513,7.998798444,0
mp-581575,EuGeS3,30,Triclinic,-1.359357409,758.0085476,4.21656938,0
mp-644246,EuH3Pd,5,Cubic,-0.590813538,54.48974998,7.966230302,0
mp-1078670,EuHO3,10,Monoclinic,-1.734919808,115.1028136,5.798620524,0
mp-753781,EuHfO3,5,Cubic,-3.719666126,68.80440725,9.133639661,0.4796
mp-1190059,EuHfS3,20,Orthorhombic,-2.085630697,450.9171333,6.284678757,0.1287
mp-1184359,EuHgO3,5,Cubic,-1.404772589,76.24287715,8.723865116,0
mp-1184304,EuInO3,5,Cubic,-2.212943621,73.62807473,7.099259643,0
mp-1212795,EuInO3,20,Orthorhombic,-2.501431544,279.6165782,7.477451055,0
mp-1212980,EuInO3,30,Hexagonal,-2.571072765,439.5198749,7.13557929,0
mp-1184445,EuIrO3,5,Cubic,-1.89388834,64.50455212,10.0958593,0
mp-1184309,EuLuO3,5,Cubic,-3.235025997,77.17786059,8.066880567,0
mp-1225137,EuMgGa3,5,Tetragonal,-0.419293375,105.5249246,6.065248181,0
mp-972931,EuMgO3,5,Cubic,-2.529818963,60.36037996,6.16968361,0
mp-1099619,EuMnO3,5,Cubic,-2.60387543,58.27442453,7.263423334,0
mp-20614,EuMnO3,20,Orthorhombic,-2.652771528,224.6508396,7.53652763,0
mp-1184411,EuMoO3,5,Cubic,-2.482626112,68.93214563,7.128128082,0
mp-1078341,EuNbO3,10,Orthorhombic,-3.143563456,131.9766511,7.369784191,0
mp-755572,EuNbO3,5,Cubic,-3.119947585,67.08132537,7.249703487,0
mp-974769,EuNiGe3,5,Tetragonal,-0.522057076,92.05583106,7.730846678,0
mp-20718,EuNiO3,20,Orthorhombic,-2.074794617,215.0356177,7.989517888,0
mp-977412,EuNiO3,5,Cubic,-2.003383026,54.54536766,7.874320901,0
mp-1213363,EuNpO3,20,Orthorhombic,-3.419096551,311.6587018,9.312659001,0
mp-977370,EuOsO3,5,Cubic,-2.039850706,63.46142187,10.20981523,0
mp-20217,EuPS3,20,Monoclinic,-1.288663337,468.0589134,3.961132608,0.844
mp-20742,EuPSe3,20,Monoclinic,-1.107034159,531.1167416,5.250249069,0.4933
mp-1184348,EuPbO3,5,Cubic,-1.999166594,78.66826495,8.594428006,0
mp-1184369,EuPdO3,5,Cubic,-1.79083724,65.41662962,7.777221409,0
mp-976258,EuPtO3,5,Cubic,-1.74320679,67.25453921,9.75383455,0
mp-976320,EuReO3,5,Cubic,-2.352689649,64.06563843,10.0092508,0
mp-21076,EuRh3C,5,Cubic,-0.233720364,75.31510119,10.42184358,0
mp-19801,EuRhO3,20,Orthorhombic,-2.205840329,238.5563003,8.432787516,0
mp-866036,EuRuO3,5,Cubic,-2.16032688,63.26752854,7.900983963,0
mp-976284,EuSbO3,5,Cubic,-2.305380654,75.08014792,7.115493196,0
mp-22487,EuScO3,20,Orthorhombic,-3.525944883,261.3323018,6.224964772,0
mp-755177,EuSeO3,10,Monoclinic,-2.250813653,148.4742738,6.238942248,0.0866
mp-1069707,EuSi3Ir,5,Tetragonal,-0.720938609,90.18536198,7.888610643,0
mp-1225162,EuSi3Ni,5,Tetragonal,-0.525360955,81.64154658,5.998368144,0
mp-1225221,EuSi3Ni,5,Tetragonal,-0.396470627,83.71841222,5.849562113,0
mp-1068807,EuSi3Rh,5,Tetragonal,-0.73094161,87.63534432,6.425854498,0
mp-866030,EuSiO3,5,Cubic,-3.071255264,51.38487331,7.369525124,0
mp-862606,EuSnO3,5,Cubic,-2.542926983,67.71753422,7.814337064,0
mp-1184447,EuTcO3,5,Cubic,-2.423651901,62.47493266,7.919622357,0
mp-1079111,EuTiO3,10,Tetragonal,-3.558521974,118.3125365,6.956660393,0
mp-22246,EuTiO3,5,Cubic,-3.549383762,59.49625946,6.916906579,0
mp-1178346,EuTmO3,20,Orthorhombic,-3.534109468,287.9115136,8.510488417,0
mp-1184353,EuTmO3,5,Cubic,-3.183594422,77.77437689,7.876204539,0
mp-1213318,EuUO3,20,Orthorhombic,-3.48015277,313.7224264,9.273182759,0
mp-20570,HoCoO3,20,Orthorhombic,-2.631196851,203.4387215,8.876127322,0
mp-756834,HoCrO3,20,Orthorhombic,-3.226728324,216.869956,8.113944215,2.4964
mp-1184736,HoCuO3,5,Cubic,-2.214273024,53.37861048,8.600762313,0
mp-1184778,HoErO3,5,Cubic,-3.133445372,76.57044471,8.244907444,1.4474
mp-770415,HoErO3,30,Hexagonal,-3.949382929,446.6035317,8.481566106,3.0794
mp-19785,HoFeO3,20,Orthorhombic,-2.855059119,223.937255,7.972035381,1.5675
mp-1212057,HoGa3Os,15,Cubic,-0.482699123,258.1073337,10.89187435,0
mp-1104547,HoGa3Ru,15,Cubic,-0.583211192,257.500547,9.192647103,0
mp-755416,HoGaO3,20,Orthorhombic,-3.137672761,225.6080379,8.321581015,3.6066
mp-769045,HoGaO3,30,Hexagonal,-3.168367699,364.401749,7.728073082,2.884
mp-982558,HoGeO3,5,Cubic,-2.352758181,59.54392017,7.963830435,0
mp-768267,HoInO3,30,Hexagonal,-3.001009272,415.9933088,7.849682515,1.978
mp-776984,HoInO3,20,Orthorhombic,-2.939101062,265.1425364,8.210465328,2.9036
mp-770472,HoLuO3,20,Orthorhombic,-3.993262639,269.3724731,9.564684279,4.9114
mp-1232139,HoMgS3,10,Monoclinic,-1.506476086,252.6157847,3.752482829,0
mp-1232153,HoMgS3,30,Trigonal,-1.629345179,689.2990173,4.125653906,0
mp-1232140,HoMgSe3,10,Monoclinic,-1.384098585,287.6378925,4.919943819,0
mp-1232172,HoMgSe3,30,Trigonal,-1.500064635,792.6828549,5.355845391,0
mp-1181443,HoMnO3,20,Orthorhombic,-2.756588296,263.6876308,6.747421478,1.0638
mp-1193069,HoMnO3,30,Orthorhombic,-2.7523763,382.6825029,6.973972823,0.4942
mp-19056,HoMnO3,30,Hexagonal,-3.068283038,368.5049195,7.242284251,0
mp-22081,HoMnO3,20,Orthorhombic,-3.03968397,232.6493803,7.647609381,0.4351
mp-2899517,HoMnO3,30,Orthorhombic,-3.068499068,368.759558,7.237283256,0.3766
mp-1079921,HoNiGe3,10,Orthorhombic,-0.56144398,176.4947887,8.308467373,0
mp-18974,HoNiO3,20,Orthorhombic,-2.507236384,207.6097341,8.690128359,0
mp-22664,HoRh3C,5,Cubic,-0.51309125,71.03659393,11.35264573,0
mp-1184833,HoRhO3,5,Cubic,-1.986696938,61.04360765,8.591476634,0
mp-1212108,HoRhO3,20,Orthorhombic,-2.587439952,225.4575253,9.30471898,0.9606
mp-1206820,HoRu3C,5,Cubic,-0.22687731,70.34723407,11.33391436,0
mp-1207180,HoSbO3,5,Cubic,-1.863712314,76.56503528,7.258709678,0
mp-31121,HoScO3,20,Orthorhombic,-3.965070403,248.6143361,6.889822698,4.476
mp-1189393,HoScS3,20,Orthorhombic,-2.261122011,424.858547,4.785214721,1.7663
mp-2755772,HoScS3,20,Orthorhombic,-2.266674389,422.4745821,4.812217016,1.593
mp-1069461,HoSi3Ir,5,Tetragonal,-0.770646865,84.53909359,8.670169694,0
mp-1184813,HoSiO3,5,Cubic,-2.783655504,51.04829586,7.839893361,0
mp-973977,HoSnO3,5,Cubic,-2.131808973,82.41714413,6.681846651,0
mp-755236,HoTiO3,20,Orthorhombic,-3.635615666,232.7650697,7.442029853,0
mp-1178178,HoTmO3,20,Orthorhombic,-3.962808583,274.6226953,9.235915198,4.4948
mp-1224261,HoUTe3,20,Orthorhombic,-1.244269689,611.4591174,8.535543006,0
mp-19024,HoVO3,20,Orthorhombic,-3.301341118,222.6308365,7.872520871,0
mp-1021667,IClO3,5,Cubic,0.041897826,71.05686829,4.915834547,0
mp-1181075,INO3,20,Orthorhombic,-0.24329761,406.0035839,3.090528275,0
mp-754661,INO3,20,Orthorhombic,-0.586730331,389.90416,3.218138416,1.9762
mp-559377,IOF3,20,Orthorhombic,-1.647007457,305.2507905,4.349737874,3.637
mp-1184913,InAsO3,5,Cubic,-1.194767694,60.84657034,6.488005853,0
mp-7027,InBO3,10,Trigonal,-2.458591821,105.3533531,5.473290411,2.6556
mp-545379,InBiO3,5,Cubic,-1.321871238,72.65678089,8.49724928,0.0452
mp-556892,InBiO3,20,Orthorhombic,-1.788954224,291.0749327,8.484176544,2.7352
mp-561102,InBiO3,20,Orthorhombic,-1.777973833,283.9517915,8.697008402,2.3884
mp-1078776,InBiS3,10,Monoclinic,-0.564007775,254.9669247,5.470634665,1.38
mp-1223842,InBiSe3,5,Trigonal,-0.535004307,146.7082457,6.346121737,0.8234
mp-1068786,InCo3N,5,Cubic,-0.02455489,56.05442554,9.053719845,0
mp-755167,InCoO3,20,Orthorhombic,-1.533098974,202.4509888,7.275312124,0
mp-1224030,InCuO3,5,Trigonal,-1.371780006,58.73804231,6.399315699,0
mp-975443,InCuO3,5,Cubic,-0.905988302,54.32543694,6.919102679,0
mp-617426,InFeBr3,20,Orthorhombic,-0.727085915,523.7674681,5.204169873,0
mp-21094,InFeO3,10,Hexagonal,-1.803096002,123.5642946,5.877028897,1.2138
mp-8098,InGaO3,10,Hexagonal,-2.129527091,115.846635,6.666407292,1.342
mp-1224212,InGaS3,25,Triclinic,-0.70412771,609.2148728,3.826015387,0.0452
mp-1224507,InGaS3,10,Trigonal,-0.481632143,253.3258181,3.680423092,0
mp-19885,InGaS3,10,Orthorhombic,-0.762959641,234.9574809,3.968148566,1.6761
mp-504951,InGaS3,30,Hexagonal,-0.780138076,718.6195972,3.892238096,2.0937
mp-504952,InGaSe3,30,Hexagonal,-0.705555897,819.5928047,5.122929557,1.3166
mp-2764220,InGeCl3,10,Trigonal,-0.854466756,310.002699,3.147679737,3.8804
mp-998233,InGeCl3,5,Monoclinic,-0.907087076,173.3398216,2.814671219,2.2217
